year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,11,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",87,15,3.66,1.71,3.23,0,6.4,7,0,1001,132,114,112,0,643
2025,11,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",22,6,4.18,0.04,0.5,0,1.27,2,0,792,569,7,16,0,200
2025,11,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",87,15,8.44,1,1.37,0,4.19,7,0,905,408,119,46,0,332
2025,11,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",58,14,7.13,0,1.47,0,5.39,5,0,752,356,0,90,0,306
2025,11,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",56,20,3.92,0,6.41,0,9.67,1,0,1654,439,0,316,0,899
2025,11,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2356,375,72.92,7.12,82.59,0.05,212.31,151,7,38470,13193,590,4441,6,20240
2025,11,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",89,8,3.26,0,3.48,0,1.26,0,0,613,316,0,206,0,91
2025,11,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",59,15,2.1,0,3.92,0,8.98,2,0,1826,300,0,421,0,1105
2025,11,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",111,25,6.87,0,4.77,0,13.36,5,0,1992,822,0,271,0,899
2025,11,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",140,29,6.5,0,7.61,0,14.9,7,0,2126,388,0,428,0,1310
2025,11,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",97,22,9.27,1.49,5.87,0,5.36,2,0,1564,610,259,367,0,328
2025,11,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",58,13,5.65,0.9,1.65,0,4.79,2,1,1588,528,540,45,0,475
2025,11,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",188,43,11.64,0,18.57,0,12.79,3,0,3268,907,0,998,0,1363
2025,11,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",88,19,7.28,1,2.62,0,8.1,3,0,1215,379,95,63,0,678
2025,11,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",17,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2025,11,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Patrick Leahy Burlington International",167,31,6.11,0,8.42,0,16.47,6,0,1898,523,0,383,0,992
2025,11,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",162,32,8.26,0,7.88,0,15.87,8,0,2161,767,0,338,0,1056
2025,11,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",118,23,3.45,1,7.41,0,11.15,8,0,1489,160,71,529,0,729
2025,11,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",223,51,21.65,0,9.6,0,19.75,11,0,3811,1373,0,626,0,1812
2025,11,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",101,26,9.95,0.08,5.86,0,10.12,5,0,2168,762,9,294,0,1103
2025,11,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",169,46,10.48,1,14.41,0,20.11,6,0,4010,714,16,840,0,2440
2025,11,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",89,21,4.42,2.2,7.87,0,6.5,7,1,2712,312,887,461,0,1052
2025,11,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",274,58,17.54,0.21,15.05,0,25.19,13,0,4587,1543,21,698,0,2325
2025,11,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",138,30,8.48,0,9.04,0,12.47,2,0,2970,1162,0,760,0,1048
2025,11,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",129,33,18.61,1,6.69,0,6.7,1,0,1803,1071,58,321,0,353
2025,11,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",102,24,9.41,4.56,2.51,0,7.52,5,0,2680,350,1523,95,0,712
2025,11,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",9,2,1.02,0,0,0,0.98,0,0,105,61,0,0,0,44
2025,11,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",550,126,21.23,2.62,40.06,0,62.1,11,0,9740,1355,294,1785,0,6306
2025,11,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",59,9,3.08,0.34,1.74,0,3.85,0,0,717,252,37,115,0,313
2025,11,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",161,78,8.51,0.93,45.08,0,23.48,7,1,5693,1167,69,2334,0,2123
2025,11,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",84,12,5.06,1.04,2.16,0,3.74,7,0,694,209,54,74,0,357
2025,11,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",13,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,11,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",242,57,16.81,1,17.85,0,21.34,13,0,4533,1089,100,1173,0,2171
2025,11,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1564,266,64.73,7.08,53.33,0,140.86,43,0,24465,8395,1014,2580,0,12476
2025,11,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",29,8,1,0,5.19,0,1.81,1,0,570,118,0,304,0,148
2025,11,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",87,8,3.45,0.47,2.08,0,2,4,0,321,175,9,49,0,88
2025,11,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",135,35,4.24,0.89,21.17,0,8.7,6,0,2985,657,33,1654,0,641
2025,11,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",79,14,5.3,0.13,3.78,0,4.79,8,0,1260,471,24,292,0,473
2025,11,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",102,18,6.56,1.16,1.35,0,8.93,7,0,1208,287,116,92,0,713
2025,11,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",24,1,0.15,0,0,0,0.85,0,0,68,10,0,0,0,58
2025,11,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",25,5,1.84,0.5,0.71,0,1.95,1,0,437,119,82,36,0,200
2025,11,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",3,1,0.11,0,0,0,0.89,0,0,97,11,0,0,0,86
2025,11,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,11,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",134,39,3.95,0,10.45,0,24.6,4,0,3524,367,0,784,0,2373
2025,11,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",60,12,3.13,2,0.33,0,6.53,1,0,1372,291,725,9,0,347
2025,11,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",154,25,10.37,1.09,7.07,0,6.47,6,5,1646,581,72,311,0,682
2025,11,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",109,31,9.46,1.9,7.7,0,11.94,1,0,3118,1515,186,441,0,976
2025,11,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",112,26,6.99,0.48,13.48,0,5.05,4,1,1843,320,63,800,0,660
2025,11,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",37,10,4.21,0,1.04,0,4.75,2,0,458,186,0,47,0,225
2025,11,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",81,26,7.61,0,3.1,0,15.29,5,0,2512,617,0,255,0,1640
2025,11,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",247,46,10.9,0.11,16.83,0,18.16,3,0,2915,618,12,785,0,1500
2025,11,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",58,8,4.33,0.34,0.56,0,2.76,5,1,500,226,10,34,0,230
2025,11,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",39,5,4.21,0,0,0,0.79,6,1,218,195,0,0,0,23
2025,11,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",119,31,4.74,0,14.53,0,11.73,1,0,1637,253,0,692,0,692
2025,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1739,334,68.91,10.77,114.34,0,139.98,57,1,33169,8832,1984,8983,0,13370
2025,11,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",44,10,5,0,2.98,0,2.02,3,0,1335,903,0,214,0,218
2025,11,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",51,15,4.89,0.01,2.31,0,7.8,2,1,1546,389,1,233,0,923
2025,11,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",104,21,10.26,0.88,3.02,0,6.83,3,0,1784,811,263,150,0,560
2025,11,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2186,643,87.3,12.02,335.63,0,208.05,77,6,64553,12354,1096,29569,0,21534
2025,11,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",24,10,0.95,0,3.31,0,5.74,0,0,910,75,0,268,0,567
2025,11,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",114,23,7,0.01,8.61,0,7.39,1,0,1781,655,1,423,0,702
2025,11,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",49,11,4.55,0,4.52,0,1.94,0,0,619,289,0,208,0,122
2025,11,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",71,16,7.24,0,4.43,0,4.33,4,0,1542,785,0,184,0,573
2025,11,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",121,41,7.62,0,13.63,0,19.75,4,0,3022,595,0,803,0,1624
2025,11,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",122,27,15.05,3.08,3.24,0,5.63,7,1,2061,1099,187,154,0,621
2025,11,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",153,42,10.54,0,12.85,0,18.62,6,0,3072,603,0,762,0,1707
2025,11,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",58,14,5.89,0,3.89,0,4.22,6,0,688,300,0,114,0,274
2025,11,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",88,14,7.66,1.05,0.99,0,4.3,10,0,1190,403,583,47,0,157
2025,11,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",93,17,5.96,1.21,4.08,0,5.75,4,1,1045,290,76,188,0,491
2025,11,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",69,18,6.61,1.03,5.78,0,4.58,3,0,1750,440,672,296,0,342
2025,11,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1400,237,36.54,5.43,55.78,0,139.25,51,0,22237,5089,982,3109,0,13057
2025,11,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",101,17,8.74,0.38,1.99,0,5.89,7,0,1206,647,19,83,0,457
2025,11,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Okc Will Rogers International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",82,26,2.37,0,9.92,0,13.71,5,0,2290,318,0,563,0,1409
2025,11,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",109,23,4.86,0,15.71,0,2.43,9,1,1619,290,0,1184,0,145
2025,11,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",198,47,12.83,0.66,15.82,0.05,17.64,7,1,3241,850,85,695,4,1607
2025,11,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",24,6,0.4,0,3.19,0,2.42,1,0,460,19,0,203,0,238
2025,11,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",205,38,12.14,1.03,12.83,0,11.99,4,0,3337,1449,24,654,0,1210
2025,11,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",29,6,1.11,0,3.01,0,1.88,0,0,602,97,0,265,0,240
2025,11,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",88,17,3.32,0,3.94,0,9.74,3,0,1197,321,0,154,0,722
2025,11,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",100,15,5.26,0.2,4.71,0,4.83,5,1,971,339,27,193,0,412
2025,11,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",543,144,16.73,0.97,34.79,0,91.51,11,0,12154,1565,193,2222,0,8174
2025,11,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",193,41,11.76,0,11.52,0,17.72,6,0,3406,815,0,819,0,1772
2025,11,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",110,26,7.96,1.32,3.82,0,12.89,9,0,2088,472,248,206,0,1162
2025,11,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",201,59,19.75,0,11.61,0.6,27.04,4,0,4103,1456,0,643,9,1995
2025,11,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",84,14,4.67,1.64,4.04,0,3.66,1,0,1023,234,132,295,0,362
2025,11,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",65,15,2.53,0,7,0,5.48,1,0,890,258,0,293,0,339
2025,11,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",90,19,6.89,1.77,4.85,0,5.49,2,1,1813,946,109,219,0,539
2025,11,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",72,17,11.57,0,1.98,0,3.46,4,1,1298,1012,0,77,0,209
2025,11,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",171,47,16.63,0.77,16.77,0,12.82,6,0,3518,1257,79,1025,0,1157
2025,11,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",262,52,12.18,0.92,11.52,0,27.38,11,2,4449,1145,144,592,0,2568
2025,11,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",30,4,0.88,1.76,1.36,0,0,1,1,136,15,85,36,0,0
2025,11,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",75,14,5.44,0,3.4,0,5.16,8,0,819,294,0,105,0,420
2025,11,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",24,11,2.89,0,2.96,0,5.15,0,0,834,235,0,203,0,396
2025,11,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,11,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",264,64,19.8,2.31,19.51,0,22.39,6,1,5583,2318,120,1057,0,2088
2025,11,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",84,19,6.17,1.31,4.8,0,6.72,6,0,1061,292,80,302,0,387
2025,11,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",209,33,14.66,0,11.75,0,6.59,4,0,2180,844,0,647,0,689
2025,11,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",180,55,26.01,1.54,5.69,0,21.76,4,0,4089,2212,112,253,0,1512
2025,11,AA,American Airlines Network,ALB,"Albany, NY: Albany International",109,29,14.06,1,1.85,0,12.1,3,0,2806,1246,286,82,0,1192
2025,11,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",31,15,7.42,0.33,0.94,0,6.31,0,0,1666,1085,13,50,0,518
2025,11,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",30,8,5.16,0,1.86,0,0.98,1,0,1351,896,0,93,0,362
2025,11,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",523,148,53.46,3.64,25.3,1,64.6,12,0,12380,4724,301,1516,26,5813
2025,11,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1087,314,83.49,6.31,103.83,1,119.37,26,0,24796,5528,1287,5234,72,12675
2025,11,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",30,8,3,0.04,0.04,0,4.92,1,0,744,308,5,10,0,421
2025,11,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",55,12,4.59,0,0.25,1,6.16,0,2,430,134,0,5,74,217
2025,11,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",226,53,19.19,0.56,9.46,0,23.79,3,0,3228,953,68,417,0,1790
2025,11,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",60,16,4.11,0.97,0.94,0,9.98,0,0,2116,689,658,61,0,708
2025,11,AA,American Airlines Network,BGR,"Bangor, ME: Bangor International",4,1,0.63,0,0,0,0.38,0,0,24,15,0,0,0,9
2025,11,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",146,31,11.21,0,2.83,0,16.96,2,0,3091,1247,0,124,0,1720
2025,11,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",683,167,51.97,3.48,35.78,0,75.76,12,1,14220,4264,781,1982,0,7193
2025,11,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",61,17,6.31,0.13,2.86,0,7.7,2,0,1328,566,13,85,0,664
2025,11,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1279,332,81.64,4.27,98.92,2.67,144.5,24,2,24836,5501,279,6015,133,12908
2025,11,AA,American Airlines Network,BTV,"Burlington, VT: Patrick Leahy Burlington International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",178,63,24.19,2.4,11.52,0.01,24.88,2,0,5163,1330,790,506,1,2536
2025,11,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",60,17,6.29,0.69,3.71,0,6.32,1,0,828,219,32,219,0,358
2025,11,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",266,56,24.6,1.08,7.35,1.26,21.7,3,0,3880,1958,126,255,75,1466
2025,11,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",31,9,3.06,0,2.45,0,3.49,0,0,721,160,0,197,0,364
2025,11,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",377,88,30.61,1.1,13.92,0,42.36,3,0,6298,1946,142,654,0,3556
2025,11,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",70,23,6.63,0.25,2.78,0,13.34,7,1,1693,480,4,155,0,1054
2025,11,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",271,79,26.62,0.63,13.36,0,38.39,3,0,5101,2124,49,503,0,2425
2025,11,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9569,1500,475.68,23.23,360.49,4.56,636.05,99,6,137978,52506,3225,21928,221,60098
2025,11,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",314,59,26.89,0.66,7.07,0,24.38,4,0,3796,1660,57,262,0,1817
2025,11,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",88,23,10.17,1.33,2.62,0,8.88,2,0,2030,1195,207,92,0,536
2025,11,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",244,65,27.43,0.58,11.01,0,25.98,4,0,5174,2209,16,549,0,2400
2025,11,AA,American Airlines Network,DAB,"Daytona Beach, FL: Daytona Beach International",45,14,3.79,0,1.59,0.23,8.39,1,0,930,306,0,69,7,548
2025,11,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2205,614,142.02,11.97,233.96,2.76,223.3,33,8,44657,12388,990,11296,190,19793
2025,11,AA,American Airlines Network,DEN,"Denver, CO: Denver International",664,146,52.14,3.59,30.83,1,58.44,10,0,9691,2654,690,1319,19,5009
2025,11,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13451,3250,759.75,92.9,1193.3,7.17,1196.88,417,61,285832,89993,12642,67672,292,115233
2025,11,AA,American Airlines Network,DRO,"Durango, CO: Durango La Plata County",2,1,0.63,0,0.37,0,0,0,0,35,22,0,13,0,0
2025,11,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",179,53,16.34,1.07,12.69,0,22.9,11,0,3851,737,110,493,0,2511
2025,11,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",388,90,36.24,4.03,8.83,1,39.89,4,0,6335,2124,544,384,68,3215
2025,11,AA,American Airlines Network,EGE,"Eagle, CO: Eagle County Regional",30,11,6.22,0,0.31,0,4.47,1,0,2390,1701,0,35,0,654
2025,11,AA,American Airlines Network,ELP,"El Paso, TX: El Paso International",176,70,32.33,1.48,8.22,0,27.97,4,0,5085,2410,250,397,0,2028
2025,11,AA,American Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",59,16,3.8,0.17,1.49,0,10.54,0,0,814,179,23,79,0,533
2025,11,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",517,152,28.87,3.33,76.94,0,42.86,24,1,10986,1982,329,5170,0,3505
2025,11,AA,American Airlines Network,EYW,"Key West, FL: Key West International",146,30,11.72,0.42,5.95,0,11.92,11,3,1768,616,21,299,0,832
2025,11,AA,American Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",168,43,18.17,2.1,2.46,0,20.26,3,0,3949,1136,553,88,0,2172
2025,11,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",611,135,46.32,1.57,29.97,0,57.15,21,1,10197,3171,254,1851,0,4921
2025,11,AA,American Airlines Network,FSD,"Sioux Falls, SD: Joe Foss Field",57,30,9.7,0.2,3.22,0,16.88,3,0,2863,811,18,241,0,1793
2025,11,AA,American Airlines Network,GEG,"Spokane, WA: Spokane International",115,37,13.61,2.14,8.9,0,12.35,2,0,2098,1018,50,300,0,730
2025,11,AA,American Airlines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",195,57,26.16,0.06,5.17,0,25.61,3,0,5090,2818,9,224,0,2039
2025,11,AA,American Airlines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",76,22,7.71,0,0.92,0,13.36,3,0,1808,964,0,23,0,821
2025,11,AA,American Airlines Network,GSP,"Greer, SC: Greenville-Spartanburg International",114,28,13.54,0.19,3.53,0.87,9.88,2,1,2135,1118,10,87,39,881
2025,11,AA,American Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",205,29,16.27,2.58,3.59,0,6.56,1,1,2141,1321,277,192,0,351
2025,11,AA,American Airlines Network,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",140,42,16.59,0.96,6.51,0,17.94,2,0,2516,854,188,320,0,1154
2025,11,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",659,196,55.5,0.75,61.13,0.17,78.45,19,1,14873,4558,60,3562,3,6690
2025,11,AA,American Airlines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",81,33,15.61,0.95,1.74,0.52,14.17,2,0,2963,1331,108,108,23,1393
2025,11,AA,American Airlines Network,ILM,"Wilmington, NC: Wilmington International",231,57,23.54,1.01,3.76,0,28.69,3,0,4096,1438,140,192,0,2326
2025,11,AA,American Airlines Network,IND,"Indianapolis, IN: Indianapolis International",541,110,46.73,4.69,15.69,0.11,42.79,4,0,9116,3771,1018,611,9,3707
2025,11,AA,American Airlines Network,JAC,"Jackson, WY: Jackson Hole",31,5,3.45,1,0.55,0,0,2,0,294,243,35,16,0,0
2025,11,AA,American Airlines Network,JAX,"Jacksonville, FL: Jacksonville International",536,119,37.25,1.11,18.09,1.28,61.27,7,0,7806,2231,37,1032,45,4461
2025,11,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1237,282,103.31,2.82,88.52,0,87.34,20,4,21416,6531,263,4402,0,10220
2025,11,AA,American Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",64,9,2.25,0.84,1.79,0,4.12,0,0,566,214,100,70,0,182
2025,11,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1142,275,102.17,8.97,63.11,0,100.75,26,0,20403,7668,871,3143,0,8721
2025,11,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2429,543,174.48,9.18,183.6,1.35,174.39,27,5,45771,16564,1167,8214,39,19787
2025,11,AA,American Airlines Network,LBB,"Lubbock, TX: Lubbock Preston Smith International",55,17,8.26,0.04,0.89,0,7.81,3,0,1283,818,3,32,0,430
2025,11,AA,American Airlines Network,LEX,"Lexington, KY: Blue Grass",54,24,11.27,0.03,2.46,0.98,9.25,0,1,1833,666,7,121,119,920
2025,11,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1424,536,106.87,13.17,257.74,0.53,157.68,43,10,42579,7707,1988,16423,29,16432
2025,11,AA,American Airlines Network,LIH,"Lihue, HI: Lihue Airport",54,6,5.59,0,0.41,0,0,0,0,178,170,0,8,0,0
2025,11,AA,American Airlines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",83,26,8.03,0.15,3.21,0,14.61,2,0,1716,548,10,174,0,984
2025,11,AA,American Airlines Network,MCI,"Kansas City, MO: Kansas City International",464,120,42.99,2.44,16.92,0,57.65,12,0,8544,3128,243,668,0,4505
2025,11,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1538,395,123.77,7.15,111.24,0.94,151.9,38,1,27522,8362,1098,5831,91,12140
2025,11,AA,American Airlines Network,MDT,"Harrisburg, PA: Harrisburg International",87,22,10.87,1,1.15,0,8.98,0,0,1298,668,120,69,0,441
2025,11,AA,American Airlines Network,MEM,"Memphis, TN: Memphis International",394,121,45.4,2.07,15.83,0.42,57.28,4,1,9008,3613,285,816,16,4278
